Id,WnvPresent
202,0.0011111111111111111
203,0.0011111111111111111
204,0.0011111111111111111
205,0.0011111111111111111
206,0.0011111111111111111
207,0.0011111111111111111
208,0.0011111111111111111
209,0.007421052631578947
210,0.007421052631578947
211,0.007421052631578947
212,0.007421052631578947
213,0.007421052631578947
214,0.007421052631578947
215,0.007421052631578947
216,0.007421052631578947
217,0.0014861111111111112
218,0.0014861111111111112
219,0.0014861111111111112
220,0.0014861111111111112
221,0.0014861111111111112
222,0.0014861111111111112
223,0.0014861111111111112
224,0.0014861111111111112
225,0.0013333333333333333
226,0.0013333333333333333
227,0.0013333333333333333
228,0.0013333333333333333
229,0.0013333333333333333
230,0.0013333333333333333
231,0.0013333333333333333
232,0.0013333333333333333
233,0.009766666666666668
234,0.009766666666666668
235,0.009766666666666668
236,0.009766666666666668
237,0.009766666666666668
238,0.009766666666666668
239,0.010148484848484848
240,0.009766666666666668
241,0.001
242,0.001
243,0.001
244,0.001
245,0.001
246,0.001
247,0.0011818181818181819
248,0.001
249,0.001
250,0.001
251,0.001
252,0.001
253,0.001
254,0.001
255,0.001
256,0.001
257,0.0
258,0.0
259,0.0
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,0.000625
266,0.000625
267,0.000625
268,0.000625
269,0.000625
270,0.000625
271,0.0008068181818181819
272,0.000625
273,0.001
274,0.001
275,0.001
276,0.001
277,0.001
278,0.001
279,0.001
280,0.001
281,0.001
282,0.001
283,0.001
284,0.001
285,0.001
286,0.001
287,0.0011818181818181819
288,0.001
289,0.00275
290,0.00275
291,0.00275
292,0.00275
293,0.00275
294,0.00275
295,0.0029318181818181817
296,0.00275
297,0.001
298,0.001
299,0.001
300,0.001
301,0.001
302,0.001
303,0.002
304,0.001
305,0.001
306,0.001
307,0.001
308,0.001
309,0.001
310,0.001
311,0.0011818181818181819
312,0.001
313,0.001
314,0.001
315,0.001
316,0.001
317,0.001
318,0.001
319,0.001
320,0.001
321,0.004833333333333333
322,0.004833333333333333
323,0.004833333333333333
324,0.004833333333333333
325,0.004833333333333333
326,0.004833333333333333
327,0.005215151515151515
328,0.004833333333333333
329,0.008208333333333331
330,0.008208333333333331
331,0.008208333333333331
332,0.008208333333333331
333,0.008208333333333331
334,0.008208333333333331
335,0.010390151515151514
336,0.008208333333333331
337,0.006416666666666667
338,0.006416666666666667
339,0.006416666666666667
340,0.006416666666666667
341,0.006416666666666667
342,0.006416666666666667
343,0.007416666666666667
344,0.006416666666666667
345,0.005333333333333333
346,0.005333333333333333
347,0.005333333333333333
348,0.005333333333333333
349,0.005333333333333333
350,0.005333333333333333
351,0.007333333333333333
352,0.005333333333333333
353,0.0015
354,0.0015
355,0.0015
356,0.0015
357,0.0015
358,0.0015
359,0.0031818181818181815
360,0.0015
361,0.003625
362,0.003625
363,0.003625
364,0.003625
365,0.003625
366,0.003625
367,0.004625
368,0.003625
369,0.004
370,0.004
371,0.004
372,0.004
373,0.004
374,0.004
375,0.005
376,0.004
377,0.001625
378,0.001625
379,0.001625
380,0.001625
381,0.001625
382,0.001625
383,0.0028068181818181816
384,0.001625
385,0.001
386,0.001
387,0.001
388,0.001
389,0.001
390,0.001
391,0.002
392,0.001
393,0.003
394,0.003
395,0.003
396,0.003
397,0.003
398,0.003
399,0.0041818181818181815
400,0.003
401,0.003
402,0.003
403,0.003
404,0.003
405,0.003
406,0.003
407,0.0051818181818181815
408,0.003
409,0.001625
410,0.001625
411,0.001625
412,0.001625
413,0.001625
414,0.001625
415,0.0018068181818181818
416,0.001625
417,0.002
418,0.002
419,0.002
420,0.002
421,0.002
422,0.002
423,0.0031818181818181815
424,0.002
425,0.0007361111111111112
426,0.0007361111111111112
427,0.0007361111111111112
428,0.0007361111111111112
429,0.0007361111111111112
430,0.0007361111111111112
431,0.0007361111111111112
432,0.0007361111111111112
433,0.002
434,0.002
435,0.002
436,0.002
437,0.002
438,0.002
439,0.0031818181818181815
440,0.002
441,0.007421052631578947
442,0.007421052631578947
443,0.007421052631578947
444,0.007421052631578947
445,0.007421052631578947
446,0.007421052631578947
447,0.007421052631578947
448,0.007421052631578947
449,0.0011571637426900584
450,0.0011571637426900584
451,0.0011571637426900584
452,0.0011571637426900584
453,0.0011571637426900584
454,0.0011571637426900584
455,0.0011571637426900584
456,0.0011571637426900584
457,0.0056011904761904775
458,0.0056011904761904775
459,0.0056011904761904775
460,0.0056011904761904775
461,0.0056011904761904775
462,0.0056011904761904775
463,0.006983008658008659
464,0.0056011904761904775
465,0.005666666666666667
466,0.005666666666666667
467,0.005666666666666667
468,0.005666666666666667
469,0.005666666666666667
470,0.005666666666666667
471,0.006666666666666667
472,0.005666666666666667
473,0.003
474,0.003
475,0.003
476,0.003
477,0.003
478,0.003
479,0.0041818181818181815
480,0.003
481,0.002
482,0.002
483,0.002
484,0.002
485,0.002
486,0.002
487,0.0031818181818181815
488,0.002
489,0.003
490,0.003
491,0.003
492,0.003
493,0.003
494,0.003
495,0.0031818181818181815
496,0.003
497,0.0015321637426900586
498,0.0015321637426900586
499,0.0015321637426900586
500,0.0015321637426900586
501,0.0015321637426900586
502,0.0015321637426900586
503,0.0015321637426900586
504,0.0015321637426900586
505,0.005999999999999999
506,0.005999999999999999
507,0.005999999999999999
508,0.005999999999999999
509,0.005999999999999999
510,0.005999999999999999
511,0.005999999999999999
512,0.005999999999999999
513,0.000625
514,0.000625
515,0.000625
516,0.000625
517,0.000625
518,0.000625
519,0.0018068181818181818
520,0.000625
521,0.004402777777777778
522,0.004402777777777778
523,0.004402777777777778
524,0.004402777777777778
525,0.004402777777777778
526,0.004402777777777778
527,0.004402777777777778
528,0.004402777777777778
529,0.0025
530,0.0025
531,0.0025
532,0.0025
533,0.0025
534,0.0025
535,0.0036818181818181815
536,0.0025
537,0.001
538,0.001
539,0.001
540,0.001
541,0.001
542,0.001
543,0.0021818181818181815
544,0.001
545,0.002
546,0.002
547,0.002
548,0.002
549,0.002
550,0.002
551,0.003
552,0.002
553,0.004
554,0.004
555,0.004
556,0.004
557,0.004
558,0.004
559,0.004381818181818182
560,0.004
561,0.001
562,0.001
563,0.001
564,0.001
565,0.001
566,0.001
567,0.0021818181818181815
568,0.001
569,0.000625
570,0.000625
571,0.000625
572,0.000625
573,0.000625
574,0.000625
575,0.0018068181818181818
576,0.000625
577,0.001
578,0.001
579,0.001
580,0.001
581,0.001
582,0.001
583,0.0021818181818181815
584,0.001
585,0.0007361111111111112
586,0.0007361111111111112
587,0.0007361111111111112
588,0.0007361111111111112
589,0.0007361111111111112
590,0.0007361111111111112
591,0.0009179292929292931
592,0.0007361111111111112
593,0.003
594,0.003
595,0.003
596,0.003
597,0.003
598,0.003
599,0.0031818181818181815
600,0.003
601,0.003
602,0.003
603,0.003
604,0.003
605,0.003
606,0.003
607,0.0031818181818181815
608,0.003
609,0.003
610,0.003
611,0.003
612,0.003
613,0.003
614,0.003
615,0.0041818181818181815
616,0.003
617,0.004
618,0.004
619,0.004
620,0.004
621,0.004
622,0.004
623,0.0051818181818181815
624,0.004
625,0.002625
626,0.002625
627,0.002625
628,0.002625
629,0.002625
630,0.002625
631,0.0038068181818181816
632,0.002625
633,0.001625
634,0.001625
635,0.001625
636,0.001625
637,0.001625
638,0.001625
639,0.0028068181818181816
640,0.001625
641,0.003
642,0.003
643,0.003
644,0.003
645,0.003
646,0.003
647,0.0031818181818181815
648,0.003
649,0.002
650,0.002
651,0.002
652,0.002
653,0.002
654,0.002
655,0.0041818181818181815
656,0.002
657,0.002
658,0.002
659,0.002
660,0.002
661,0.002
662,0.002
663,0.0041818181818181815
664,0.002
665,0.0025321637426900584
666,0.0025321637426900584
667,0.0025321637426900584
668,0.0025321637426900584
669,0.0025321637426900584
670,0.0025321637426900584
671,0.0025321637426900584
672,0.0025321637426900584
673,0.001625
674,0.001625
675,0.001625
676,0.001625
677,0.001625
678,0.001625
679,0.0028068181818181816
680,0.001625
681,0.002958333333333333
682,0.002958333333333333
683,0.002958333333333333
684,0.002958333333333333
685,0.002958333333333333
686,0.002958333333333333
687,0.004140151515151515
688,0.002958333333333333
689,0.001625
690,0.001625
691,0.001625
692,0.001625
693,0.001625
694,0.001625
695,0.0028068181818181816
696,0.001625
697,0.002333333333333333
698,0.002333333333333333
699,0.002333333333333333
700,0.002333333333333333
701,0.002333333333333333
702,0.002333333333333333
703,0.0035151515151515145
704,0.002333333333333333
705,0.003333333333333333
706,0.003333333333333333
707,0.003333333333333333
708,0.003333333333333333
709,0.003333333333333333
710,0.003333333333333333
711,0.0045151515151515146
712,0.003333333333333333
713,0.001625
714,0.001625
715,0.001625
716,0.001625
717,0.001625
718,0.001625
719,0.0028068181818181816
720,0.001625
721,0.002625
722,0.002625
723,0.002625
724,0.002625
725,0.002625
726,0.002625
727,0.0038068181818181816
728,0.002625
729,0.002333333333333333
730,0.002333333333333333
731,0.002333333333333333
732,0.002333333333333333
733,0.002333333333333333
734,0.002333333333333333
735,0.0035151515151515145
736,0.002333333333333333
737,0.003958333333333333
738,0.003958333333333333
739,0.003958333333333333
740,0.003958333333333333
741,0.003958333333333333
742,0.003958333333333333
743,0.005140151515151515
744,0.003958333333333333
745,0.001
746,0.001
747,0.001
748,0.001
749,0.001
750,0.001
751,0.0011818181818181819
752,0.001
753,0.003
754,0.003
755,0.003
756,0.003
757,0.003
758,0.003
759,0.0041818181818181815
760,0.003
761,0.001
762,0.001
763,0.001
764,0.001
765,0.001
766,0.001
767,0.0021818181818181815
768,0.001
769,0.003582575757575758
770,0.003582575757575758
771,0.003582575757575758
772,0.003582575757575758
773,0.003582575757575758
774,0.003582575757575758
775,0.0039643939393939395
776,0.003582575757575758
777,0.0016210526315789473
778,0.0016210526315789473
779,0.0016210526315789473
780,0.0016210526315789473
781,0.0016210526315789473
782,0.0016210526315789473
783,0.0016210526315789473
784,0.0016210526315789473
785,0.010392857142857143
786,0.010392857142857143
787,0.010392857142857143
788,0.010392857142857143
789,0.010392857142857143
790,0.010392857142857143
791,0.01159285714285714
792,0.010392857142857143
793,0.006416666666666667
794,0.006416666666666667
795,0.006416666666666667
796,0.006416666666666667
797,0.006416666666666667
798,0.006416666666666667
799,0.007416666666666667
800,0.006416666666666667
801,0.008041666666666666
802,0.008041666666666666
803,0.008041666666666666
804,0.008041666666666666
805,0.008041666666666666
806,0.008041666666666666
807,0.009041666666666667
808,0.008041666666666666
809,0.009654761904761904
810,0.009654761904761904
811,0.009654761904761904
812,0.009654761904761904
813,0.009654761904761904
814,0.009654761904761904
815,0.011321428571428569
816,0.009654761904761904
817,0.08512619047619044
818,0.08512619047619044
819,0.08512619047619044
820,0.08512619047619044
821,0.08612619047619044
822,0.08512619047619044
823,0.09170952380952378
824,0.08512619047619044
825,0.002
826,0.002
827,0.002
828,0.002
829,0.002
830,0.002
831,0.002
832,0.002
833,0.0019999999999999996
834,0.0019999999999999996
835,0.0019999999999999996
836,0.0019999999999999996
837,0.0019999999999999996
838,0.0019999999999999996
839,0.0019999999999999996
840,0.0019999999999999996
841,0.002625
842,0.002625
843,0.002625
844,0.002625
845,0.002625
846,0.002625
847,0.0038068181818181816
848,0.002625
849,0.002
850,0.002
851,0.002
852,0.002
853,0.002
854,0.002
855,0.0031818181818181815
856,0.002
857,0.011190909090909092
858,0.011190909090909092
859,0.011190909090909092
860,0.011190909090909092
861,0.011190909090909092
862,0.011190909090909092
863,0.011190909090909092
864,0.011190909090909092
865,0.002333333333333333
866,0.002333333333333333
867,0.002333333333333333
868,0.002333333333333333
869,0.002333333333333333
870,0.002333333333333333
871,0.0025151515151515145
872,0.002333333333333333
873,0.052936904761904775
874,0.052936904761904775
875,0.052936904761904775
876,0.052936904761904775
877,0.053936904761904776
878,0.052936904761904775
879,0.05478538961038963
880,0.052936904761904775
881,0.0021571637426900585
882,0.0021571637426900585
883,0.0021571637426900585
884,0.0021571637426900585
885,0.0021571637426900585
886,0.0021571637426900585
887,0.0021571637426900585
888,0.0021571637426900585
889,0.007083369408369408
890,0.007083369408369408
891,0.007083369408369408
892,0.007083369408369408
893,0.007083369408369408
894,0.007083369408369408
895,0.007283369408369408
896,0.007083369408369408
897,0.001625
898,0.001625
899,0.001625
900,0.001625
901,0.001625
902,0.001625
903,0.0028068181818181816
904,0.001625
905,0.0013333333333333333
906,0.0013333333333333333
907,0.0013333333333333333
908,0.0013333333333333333
909,0.0013333333333333333
910,0.0013333333333333333
911,0.0015151515151515152
912,0.0013333333333333333
913,0.004
914,0.004
915,0.004
916,0.004
917,0.004
918,0.004
919,0.0051818181818181815
920,0.004
921,0.017048412698412698
922,0.017048412698412698
923,0.017048412698412698
924,0.017048412698412698
925,0.017048412698412698
926,0.017048412698412698
927,0.020048412698412697
928,0.017048412698412698
929,0.0025
930,0.0025
931,0.0025
932,0.0025
933,0.0025
934,0.0025
935,0.0026818181818181815
936,0.0025
937,0.005230576441102757
938,0.005230576441102757
939,0.005230576441102757
940,0.005230576441102757
941,0.005230576441102757
942,0.005230576441102757
943,0.0062305764411027574
944,0.005230576441102757
945,0.007730576441102757
946,0.007730576441102757
947,0.007730576441102757
948,0.007730576441102757
949,0.007730576441102757
950,0.007730576441102757
951,0.009730576441102754
952,0.007730576441102757
953,0.007
954,0.007
955,0.007
956,0.007
957,0.007
958,0.007
959,0.007381818181818182
960,0.007
961,0.001
962,0.001
963,0.001
964,0.001
965,0.001
966,0.001
967,0.001
968,0.001
969,0.007033333333333333
970,0.007033333333333333
971,0.007033333333333333
972,0.007033333333333333
973,0.007033333333333333
974,0.007033333333333333
975,0.007415151515151515
976,0.007033333333333333
977,0.0070416666666666666
978,0.0070416666666666666
979,0.0070416666666666666
980,0.0070416666666666666
981,0.0070416666666666666
982,0.0070416666666666666
983,0.008041666666666666
984,0.0070416666666666666
985,0.0006210526315789473
986,0.0006210526315789473
987,0.0006210526315789473
988,0.0006210526315789473
989,0.0006210526315789473
990,0.0006210526315789473
991,0.0006210526315789473
992,0.0006210526315789473
993,0.016148412698412697
994,0.016148412698412697
995,0.016148412698412697
996,0.016148412698412697
997,0.016148412698412697
998,0.016148412698412697
999,0.017148412698412694
1000,0.016148412698412697
1001,0.007583333333333333
1002,0.007583333333333333
1003,0.007583333333333333
1004,0.007583333333333333
1005,0.007583333333333333
1006,0.007583333333333333
1007,0.010583333333333333
1008,0.007583333333333333
1009,0.006583333333333333
1010,0.006583333333333333
1011,0.006583333333333333
1012,0.006583333333333333
1013,0.006583333333333333
1014,0.006583333333333333
1015,0.007583333333333333
1016,0.006583333333333333
1017,0.006583333333333333
1018,0.006583333333333333
1019,0.006583333333333333
1020,0.006583333333333333
1021,0.006583333333333333
1022,0.006583333333333333
1023,0.007583333333333333
1024,0.006583333333333333
1025,0.007166666666666667
1026,0.007166666666666667
1027,0.007166666666666667
1028,0.007166666666666667
1029,0.007166666666666667
1030,0.007166666666666667
1031,0.010166666666666666
1032,0.007166666666666667
1033,0.004791666666666667
1034,0.004791666666666667
1035,0.004791666666666667
1036,0.004791666666666667
1037,0.004791666666666667
1038,0.004791666666666667
1039,0.006791666666666667
1040,0.004791666666666667
1041,0.011333333333333334
1042,0.011333333333333334
1043,0.011333333333333334
1044,0.011333333333333334
1045,0.011333333333333334
1046,0.011333333333333334
1047,0.013333333333333334
1048,0.011333333333333334
1049,0.008083333333333333
1050,0.008083333333333333
1051,0.008083333333333333
1052,0.008083333333333333
1053,0.008083333333333333
1054,0.008083333333333333
1055,0.010083333333333331
1056,0.008083333333333333
1057,0.005666666666666667
1058,0.005666666666666667
1059,0.005666666666666667
1060,0.005666666666666667
1061,0.005666666666666667
1062,0.005666666666666667
1063,0.006666666666666667
1064,0.005666666666666667
1065,0.007833333333333335
1066,0.007833333333333335
1067,0.007833333333333335
1068,0.007833333333333335
1069,0.007833333333333335
1070,0.007833333333333335
1071,0.009833333333333335
1072,0.007833333333333335
1073,0.008833333333333334
1074,0.008833333333333334
1075,0.008833333333333334
1076,0.008833333333333334
1077,0.008833333333333334
1078,0.008833333333333334
1079,0.009833333333333335
1080,0.008833333333333334
1081,0.006666666666666667
1082,0.006666666666666667
1083,0.006666666666666667
1084,0.006666666666666667
1085,0.006666666666666667
1086,0.006666666666666667
1087,0.007666666666666667
1088,0.006666666666666667
1089,0.008208333333333331
1090,0.008208333333333331
1091,0.008208333333333331
1092,0.008208333333333331
1093,0.008208333333333331
1094,0.008208333333333331
1095,0.010208333333333333
1096,0.008208333333333331
1097,0.003
1098,0.003
1099,0.003
1100,0.003
1101,0.003
1102,0.003
1103,0.0041818181818181815
1104,0.003
1105,0.005791666666666667
1106,0.005791666666666667
1107,0.005791666666666667
1108,0.005791666666666667
1109,0.005791666666666667
1110,0.005791666666666667
1111,0.007791666666666667
1112,0.005791666666666667
1113,0.004666666666666667
1114,0.004666666666666667
1115,0.004666666666666667
1116,0.004666666666666667
1117,0.004666666666666667
1118,0.004666666666666667
1119,0.005666666666666667
1120,0.004666666666666667
1121,0.003
1122,0.003
1123,0.003
1124,0.003
1125,0.003
1126,0.003
1127,0.004
1128,0.003
1129,0.0025
1130,0.0025
1131,0.0025
1132,0.0025
1133,0.0025
1134,0.0025
1135,0.0036818181818181815
1136,0.0025
1137,0.005666666666666667
1138,0.005666666666666667
1139,0.005666666666666667
1140,0.005666666666666667
1141,0.005666666666666667
1142,0.005666666666666667
1143,0.006666666666666667
1144,0.005666666666666667
1145,0.006833333333333333
1146,0.006833333333333333
1147,0.006833333333333333
1148,0.006833333333333333
1149,0.006833333333333333
1150,0.006833333333333333
1151,0.007833333333333333
1152,0.006833333333333333
1153,0.008083333333333335
1154,0.008083333333333335
1155,0.008083333333333335
1156,0.008083333333333335
1157,0.008083333333333335
1158,0.008083333333333335
1159,0.010083333333333335
1160,0.008083333333333335
1161,0.006791666666666667
1162,0.006791666666666667
1163,0.006791666666666667
1164,0.006791666666666667
1165,0.006791666666666667
1166,0.006791666666666667
1167,0.008791666666666666
1168,0.006791666666666667
1169,0.008833333333333334
1170,0.008833333333333334
1171,0.008833333333333334
1172,0.008833333333333334
1173,0.008833333333333334
1174,0.008833333333333334
1175,0.009833333333333335
1176,0.008833333333333334
1177,0.010833333333333334
1178,0.010833333333333334
1179,0.010833333333333334
1180,0.010833333333333334
1181,0.010833333333333334
1182,0.010833333333333334
1183,0.011833333333333335
1184,0.010833333333333334
1185,0.002
1186,0.002
1187,0.002
1188,0.002
1189,0.002
1190,0.002
1191,0.0031818181818181815
1192,0.002
1193,0.002
1194,0.002
1195,0.002
1196,0.002
1197,0.002
1198,0.002
1199,0.002381818181818182
1200,0.002
1201,0.0
1202,0.0
1203,0.0
1204,0.0
1205,0.0
1206,0.0
1207,0.0
1208,0.0
1209,0.0
1210,0.0
1211,0.0
1212,0.0
1213,0.0
1214,0.0
1215,0.0
1216,0.0
1217,0.0
1218,0.0
1219,0.0
1220,0.0
1221,0.0
1222,0.0
1223,0.0
1224,0.0
1225,0.0
1226,0.0
1227,0.0
1228,0.0
1229,0.0
1230,0.0
1231,0.0
1232,0.0
1233,0.0
1234,0.0
1235,0.0
1236,0.0
1237,0.0
1238,0.0
1239,0.0
1240,0.0
1241,0.002
1242,0.002
1243,0.002
1244,0.002
1245,0.002
1246,0.002
1247,0.002
1248,0.002
1249,0.002
1250,0.002
1251,0.002
1252,0.002
1253,0.002
1254,0.002
1255,0.002
1256,0.002
1257,0.002
1258,0.002
1259,0.002
1260,0.002
1261,0.002
1262,0.002
1263,0.002
1264,0.002
1265,0.0
1266,0.0
1267,0.0
1268,0.0
1269,0.0
1270,0.0
1271,0.0
1272,0.0
1273,0.0
1274,0.0
1275,0.0
1276,0.0
1277,0.0
1278,0.0
1279,0.0
1280,0.0
1281,0.0015
1282,0.0015
1283,0.0015
1284,0.0015
1285,0.0015
1286,0.0015
1287,0.0017727272727272726
1288,0.0015
1289,0.0
1290,0.0
1291,0.0
1292,0.0
1293,0.0
1294,0.0
1295,0.0
1296,0.0
1297,0.004
1298,0.004
1299,0.004
1300,0.004
1301,0.004
1302,0.004
1303,0.004
1304,0.004
1305,0.0
1306,0.0
1307,0.0
1308,0.0
1309,0.0
1310,0.0
1311,0.0
1312,0.0
1313,0.0
1314,0.0
1315,0.0
1316,0.0
1317,0.0
1318,0.0
1319,0.0
1320,0.0
1321,0.0
1322,0.0
1323,0.0
1324,0.0
1325,0.0
1326,0.0
1327,0.0
1328,0.0
1329,0.0
1330,0.0
1331,0.0
1332,0.0
1333,0.0
1334,0.0
1335,0.0
1336,0.0
1337,0.0
1338,0.0
1339,0.0
1340,0.0
1341,0.0
1342,0.0
1343,0.0
1344,0.0
1345,0.0
1346,0.0
1347,0.0
1348,0.0
1349,0.0
1350,0.0
1351,0.0
1352,0.0
1353,0.0
1354,0.0
1355,0.0
1356,0.0
1357,0.0
1358,0.0
1359,0.0
1360,0.0
1361,0.0
1362,0.0
1363,0.0
1364,0.0
1365,0.0
1366,0.0
1367,0.0
1368,0.0
1369,0.0
1370,0.0
1371,0.0
1372,0.0
1373,0.0
1374,0.0
1375,0.0
1376,0.0
1377,0.0
1378,0.0
1379,0.0
1380,0.0
1381,0.0
1382,0.0
1383,0.0
1384,0.0
1385,0.0
1386,0.0
1387,0.0
1388,0.0
1389,0.0
1390,0.0
1391,0.0
1392,0.0
1393,0.0
1394,0.0
1395,0.0
1396,0.0
1397,0.0
1398,0.0
1399,0.0
1400,0.0
1401,0.0
1402,0.0
1403,0.0
1404,0.0
1405,0.0
1406,0.0
1407,0.0
1408,0.0
1409,0.0
1410,0.0
1411,0.0
1412,0.0
1413,0.0
1414,0.0
1415,0.0
1416,0.0
1417,0.0
1418,0.0
1419,0.0
1420,0.0
1421,0.0
1422,0.0
1423,0.0
1424,0.0
1425,0.0
1426,0.0
1427,0.0
1428,0.0
1429,0.0
1430,0.0
1431,0.0
1432,0.0
1433,0.0
1434,0.0
1435,0.0
1436,0.0
1437,0.0
1438,0.0
1439,0.0
1440,0.0
1441,0.0035
1442,0.0035
1443,0.0035
1444,0.0035
1445,0.0035
1446,0.0035
1447,0.0037727272727272726
1448,0.0035
1449,0.0
1450,0.0
1451,0.0
1452,0.0
1453,0.0
1454,0.0
1455,0.0
1456,0.0
1457,0.0
1458,0.0
1459,0.0
1460,0.0
1461,0.0
1462,0.0
1463,0.0
1464,0.0
1465,0.0
1466,0.0
1467,0.0
1468,0.0
1469,0.0
1470,0.0
1471,0.0
1472,0.0
1473,0.0
1474,0.0
1475,0.0
1476,0.0
1477,0.0
1478,0.0
1479,0.0
1480,0.0
1481,0.0
1482,0.0
1483,0.0
1484,0.0
1485,0.0
1486,0.0
1487,0.0
1488,0.0
1489,0.0
1490,0.0
1491,0.0
1492,0.0
1493,0.0
1494,0.0
1495,0.0
1496,0.0
1497,0.0
1498,0.0
1499,0.0
1500,0.0
1501,0.0
1502,0.0
1503,0.0
1504,0.0
1505,0.0
1506,0.0
1507,0.0
1508,0.0
1509,0.0
1510,0.0
1511,0.0
1512,0.0
1513,0.0
1514,0.0
1515,0.0
1516,0.0
1517,0.0
1518,0.0
1519,0.0
1520,0.0
1521,0.0
1522,0.0
1523,0.0
1524,0.0
1525,0.0
1526,0.0
1527,0.0
1528,0.0
1529,0.0015
1530,0.0015
1531,0.0015
1532,0.0015
1533,0.0015
1534,0.0015
1535,0.0017727272727272726
1536,0.0015
1537,0.0005
1538,0.0005
1539,0.0005
1540,0.0005
1541,0.0005
1542,0.0005
1543,0.0005
1544,0.0005
1545,0.0
1546,0.0
1547,0.0
1548,0.0
1549,0.0
1550,0.0
1551,0.0
1552,0.0
1553,0.0
1554,0.0
1555,0.0
1556,0.0
1557,0.0
1558,0.0
1559,0.0
1560,0.0
1561,0.0
1562,0.0
1563,0.0
1564,0.0
1565,0.0
1566,0.0
1567,0.0
1568,0.0
1569,0.0
1570,0.0
1571,0.0
1572,0.0
1573,0.0
1574,0.0
1575,0.0
1576,0.0
1577,0.0
1578,0.0
1579,0.0
1580,0.0
1581,0.0
1582,0.0
1583,0.0
1584,0.0
1585,0.0
1586,0.0
1587,0.0
1588,0.0
1589,0.0
1590,0.0
1591,0.0
1592,0.0
1593,0.0
1594,0.0
1595,0.0
1596,0.0
1597,0.0
1598,0.0
1599,0.0
1600,0.0
1601,0.0
1602,0.0
1603,0.0
1604,0.0
1605,0.0
1606,0.0
1607,0.0
1608,0.0
1609,0.0
1610,0.0
1611,0.0
1612,0.0
1613,0.0
1614,0.0
1615,0.0
1616,0.0
1617,0.0
1618,0.0
1619,0.0
1620,0.0
1621,0.0
1622,0.0
1623,0.0
1624,0.0
1625,0.0
1626,0.0
1627,0.0
1628,0.0
1629,0.0
1630,0.0
1631,0.0
1632,0.0
1633,0.0
1634,0.0
1635,0.0
1636,0.0
1637,0.0
1638,0.0
1639,0.0
1640,0.0
1641,0.0
1642,0.0
1643,0.0
1644,0.0
1645,0.0
1646,0.0
